t_sta_info,t_sta_spec,t_sta_ad,t_sta_dat,t_sta_age
거목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),하성면 석탄리 산48 번지,1982-10-15,360.0
거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),하성면 석탄리 269-9 번지,1982-10-15,460.0
거목 - 풍치목,은행나무 (Ginkgo biloba L.),하성면 석탄리 산48 번지,1982-10-15,260.0
노목 - 정자목,은행나무 (Ginkgo biloba L.),하성면 마조리 산13 번지,1982-10-15,610.0
희귀목 - 풍치목,회화나무 (Sophora japonica L.),하성면 마곡리 168-1 번지,1982-10-15,340.0
거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),하성면 마곡리 147 번지,1982-10-15,370.0
거목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),하성면 봉성리 197-2 번지,1982-10-15,360.0
거목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),하성면 봉성리 산15 번지,1982-10-15,360.0
희귀목 - 풍치목,갈참나무 (Quercus aliena Blume),하성면 시암리 산41 번지,1983-02-04,189.0
거목 - 풍치목,은행나무 (Ginkgo biloba L.),고촌면 신곡리 135 번지,1982-10-15,390.0
거목 - 풍치목,은행나무 (Ginkgo biloba L.),고촌면 전호리 산31-19 번지,1982-10-15,360.0
거목 - 풍치목,은행나무 (Ginkgo biloba L.),고촌면 태리 36-1 번지,1982-10-15,140.0
거목 - 풍치목,향나무 (Juniperus chinensis L.),양촌면 마산리 45 번지,1982-10-15,240.0
거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),양촌면 마산리 산27 번지,1994-05-12,148.0
거목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),양촌면 누산리 635- 번지,1982-10-15,190.0
희귀목 - 풍치목,상수리나무 (Quercus acutissima Carruth.),양촌면 흥신리 251-6 번지,1982-10-15,140.0
거목 - 정자목,회화나무 (Sophora japonica L.),통진읍 도사리 245-3 번지,1982-10-15,290.0
거목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),통진읍 도사리 472-2 번지,1982-10-15,140.0
거목 - 정자목,은행나무 (Ginkgo biloba L.),통진읍 마송리 533 번지,1982-10-15,140.0
희귀목 - 당산목,물푸레나무 (Fraxinus rhynchophylla Hance),통진읍 마송리 504 번지,1982-10-15,190.0
거목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),통진읍 고정리 115 번지,1982-10-15,190.0
거목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),대곶면 대벽리 17-18 번지,2000-01-05,372.0
거목 - 기형목,향나무 (Juniperus chinensis L.),고촌면 신곡리 산83-1 번지,2004-05-20,335.0
노목 - 명목,느티나무 (Zelkova serrata (Thunb.) Makino),감정동 산56-1(우저서원내) 번지,2009-10-23,513.0
거목 - 명목,느티나무 (Zelkova serrata (Thunb.) Makino),대곶면 약암리 42 번지,2014-03-18,308.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),송정동 산10-3,1983-03-10,299.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),송정동 302-4,1983-03-10,149.0
노목 - 보목,느티나무 (Zelkova serrata (Thunb.) Makino),남한산성면 산성리 1187,1983-03-10,349.0
노목 - 보목,느티나무 (Zelkova serrata (Thunb.) Makino),남한산성면 산성리 1195,1983-03-10,349.0
노목 - 보목,느티나무 (Zelkova serrata (Thunb.) Makino),남한산성면 산성리 935-1,1983-03-10,449.0
노목 - 보목,느티나무 (Zelkova serrata (Thunb.) Makino),남한산성면 산성리 935-9,1983-03-10,374.0
노목 - 보목,느티나무 (Zelkova serrata (Thunb.) Makino),남한산성면 산성리 산23,1983-03-10,349.0
노목 - 보목,느티나무 (Zelkova serrata (Thunb.) Makino),남한산성면 산성리 산23,1983-03-10,349.0
노목 - 보목,느티나무 (Zelkova serrata (Thunb.) Makino),남한산성면 산성리 400-1,1983-03-10,449.0
노목 - 보목,느티나무 (Zelkova serrata (Thunb.) Makino),남한산성면 산성리 400-1,1983-03-10,449.0
노목 - 보목,향나무 (Juniperus chinensis L.),남한산성면 산성리 815-1,1983-03-10,399.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),남한산성면 엄미리 751,1983-03-10,369.0
노목 - 보목,느티나무 (Zelkova serrata (Thunb.) Makino),남한산성면 산성리 1222,1983-03-10,299.0
노목 - 보목,느티나무 (Zelkova serrata (Thunb.) Makino),남한산성면 산성리 1222,1983-03-10,299.0
노목 - 보목,느티나무 (Zelkova serrata (Thunb.) Makino),남한산성면 산성리 산24,1983-03-10,349.0
노목 - 보목,느티나무 (Zelkova serrata (Thunb.) Makino),남한산성면 산성리 산24,1983-03-10,249.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),남한산성면 산성리 130-1,1983-03-10,249.0
노목 - 보목,느티나무 (Zelkova serrata (Thunb.) Makino),남한산성면 산성리 591-1,1983-03-10,249.0
노목 - 보목,느티나무 (Zelkova serrata (Thunb.) Makino),남한산성면 산성리 591-1,1983-03-10,239.0
노목 - 정자목,상수리나무 (Quercus acutissima Carruth.),남한산성면 엄미리 산223,1983-03-10,269.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),남한산성면 상번천리 525-3,1983-03-10,249.0
노목 - 보목,은행나무 (Ginkgo biloba L.),남한산성면 산성리 591-1,1983-03-10,119.0
노목 - 정자목,음나무 (Kalopanax septemlobus (Thunb.) Koidz.),남한산성면 검복리 416,1983-03-10,199.0
노목 - 보목,측백나무 (Thuja orientalis L.),남종면 삼성리 295-27,1983-03-10,359.0
노목 - 보목,측백나무 (Thuja orientalis L.),남종면 삼성리 295-27,1983-03-10,359.0
노목 - 정자목,은행나무 (Ginkgo biloba L.),남종면 이석리 84-2,1983-03-10,359.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),남종면 검천리 789-1,1983-03-10,299.0
노목 - 정자목,은행나무 (Ginkgo biloba L.),남종면 검천리 314-3,1983-03-10,329.0
노목 - 정자목,은행나무 (Ginkgo biloba L.),남종면 이석리 83-2,1983-03-10,269.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),고산동 437-8,1983-03-10,439.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),양벌동 220-5,1983-03-10,399.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),고산동 20-4,1983-03-10,249.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),고산동 20-4,1983-03-10,249.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),능평동 268-2,1983-03-10,249.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),고산동 30-1,1983-03-10,249.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),문형동 452,1983-03-10,549.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),문형동 63,1983-03-10,299.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),문형동 63,1983-03-10,299.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),문형동 63,1983-03-10,299.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),문형동 63-2,1983-03-10,219.0
노목 - 정자목,은행나무 (Ginkgo biloba L.),초월읍 늑현리 산18-22,1983-03-10,549.0
노목 - 정자목,은행나무 (Ginkgo biloba L.),초월읍 신월리 226,1983-03-10,349.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),초월읍 쌍동리 318,1983-03-10,309.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),곤지암읍 열미리 486-1,1983-03-10,589.0
노목 - 정자목,느릅나무 (Celtis sinensis Pers.),곤지암읍 오향리 37-3,1983-03-10,449.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),곤지암읍 만선리 237-2,1983-03-10,439.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),곤지암읍 수양리 503-2,1983-03-10,329.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),곤지암읍 수양리 503-2,1983-03-10,329.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),곤지암읍 유사리 165-2,1983-03-10,459.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),곤지암읍 봉현리 694,1983-03-10,449.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),도척면 진우리 448-15,1983-03-10,499.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),도척면 진우리 707,1983-03-10,499.0
노목 - 당산목,향나무 (Juniperus chinensis L.),도척면 진우리 743-1,1983-03-10,399.0
노목 - 기형목,느티나무 (Zelkova serrata (Thunb.) Makino),도척면 유정리 200-1,1983-03-10,499.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),도척면 노곡리 302-1,1983-03-10,279.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),도척면 유정리 182-1,1983-03-10,249.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),도척면 방도리 174-3,1983-03-10,249.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),도척면 상림리 282-6,1983-03-10,149.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),도척면 유정리 686,1983-03-10,199.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),도척면 유정리 686,1983-03-10,199.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),퇴촌면 도마리 210-7,1983-03-10,599.0
노목 - 정자목,회화나무 (Sophora japonica L.),퇴촌면 도마리 250-14,1983-03-10,149.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),퇴촌면 관음리 211-3,1983-03-10,249.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),퇴촌면 정지리 330,1983-03-10,149.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),중대동 210-29,2002-03-10,270.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),목동 산 116,2002-03-10,270.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),남종면 수청리 1110-5,2002-03-10,320.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),퇴촌면 관음리 820,2011-01-13,411.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),구포동 186-1 번지,1981-03-11,541.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),봉남동 355 번지,1981-03-11,391.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),양성면 도곡리 304(임)번지,1981-03-11,691.0
노목 - 도보호수,은행나무 (Ginkgo biloba L.),양성면 동항리 114 번지,1981-03-11,441.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),양성면 산정리 290-2,1981-03-11,321.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),양성면 장서리 434-11 번지,1981-03-11,311.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),양성면 노곡리 490 번지,1981-03-11,321.0
노목 - 도보호수,은행나무 (Ginkgo biloba L.),대덕면 삼한리 104-2번지,1981-03-11,391.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),대덕면 무능리 355 번지,1996-10-21,376.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),대덕면 삼한리 376-1 번지,1997-12-11,325.0
노목 - 도보호수,은행나무 (Ginkgo biloba L.),대덕면 소현리 127-1 번지,1981-03-11,291.0
노목 - 도보호수,음나무 (Kalopanax septemlobus (Thunb.) Koidz.),대덕면 신령리 710 번지,1996-06-11,276.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),금광면 현곡리 189-1,1981-03-11,591.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),금광면 오흥리 755 번지,1981-03-11,491.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),금광면 현곡리 산35,1981-03-11,591.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),금광면 오흥리 755 번지,1981-03-11,391.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),금광면 사흥리 1396 번지,1996-06-11,376.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),금광면 옥정리 733 번지,1981-03-11,311.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),원곡면 칠곡리 210-4 번지,1981-03-11,591.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),원곡면 지문리 598-8 번지,1981-03-11,591.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),미양면 진촌리 20-1 번지,1981-03-11,311.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),미양면 구수리 197-2 번지,1981-03-11,321.0
노목 - 도보호수,소나무 (Pinus densiflora Siebold & Zucc.),죽산면 칠장리 764 번지,1997-08-30,675.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),삼죽면 미장리 502-2 번지,1981-03-11,291.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),보개면 곡천리 132 번지,1996-06-11,276.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),일죽면 화봉리 121-1 번지,1996-06-11,426.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),죽산면 매산리 산70-1 번지,1996-06-11,376.0
노목 - 도보호수,참배 (Pyrus ussuriensis var. macrostipes (Nakai) T.B.Lee),금광면 상중리 산48 번지,1998-12-01,244.0
노목 - 도보호수,참배 (Pyrus ussuriensis var. macrostipes (Nakai) T.B.Lee),고삼면 삼은리 32 번지,1998-12-01,204.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),보개면 곡천리 132 번지,1999-09-13,423.0
노목 - 도보호수,음나무 (Kalopanax septemlobus (Thunb.) Koidz.),대덕면 죽리 17 번지,1999-09-13,723.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),보개면 북가현리 843 번지,2001-05-15,421.0
노목 - 도보호수,은행나무 (Ginkgo biloba L.),원곡면 칠곡리 633 번지,2001-09-27,721.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),일죽면 화곡리 713-2 번지,2004-10-01,518.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),죽산면 용설리 1305 번지,2005-04-01,517.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),죽산면 용설리 1305 번지,2005-04-01,517.0
노목 - 도보호수,향나무 (Juniperus chinensis L.),금광면 석하리 525 번지,2005-09-27,417.0
노목 - 도보호수,은행나무 (Ginkgo biloba L.),보개면 구사리 401-2 번지,2006-09-12,416.0
노목 - 도보호수,느티나무 (Zelkova serrata (Thunb.) Makino),금광면 내우리 565-2 번지,2009-10-01,513.0
노목 - 정자목,은행나무 (Ginkgo biloba L.),교산동 227-10 번지,1981-03-11,541.0
노목 - 정자목,은행나무 (Ginkgo biloba L.),교산동 227-4 번지,1981-03-11,491.0
노목 - 정자목,은행나무 (Ginkgo biloba L.),교산동 227-4 번지,1981-03-11,541.0
노목 - 정자목,은행나무 (Ginkgo biloba L.),교산동 227-4 번지,1981-03-11,491.0
노목 - 정자목,은행나무 (Ginkgo biloba L.),교산동 227-3 번지,1981-03-11,491.0
노목 - 정자목,은행나무 (Ginkgo biloba L.),항동 127-2 번지,1982-10-15,880.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),항동 591-1 번지,1982-10-15,290.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),하산곡동 180-1 번지,1981-10-15,351.0
노목 - 당산목,느티나무 (Zelkova serrata (Thunb.) Makino),감이동 169-1 번지,1982-10-15,490.0
노목 - 당산목,상수리나무 (Quercus acutissima Carruth.),감이동 254-4 번지,1982-10-15,290.0
노목 - 정자목,향나무 (Juniperus chinensis L.),초일동 56 번지,1993-03-20,479.0
노목 - 기형목,회화나무 (Sophora japonica L.),창우동 240 번지,1982-10-15,290.0
노목 - 정자목,느티나무 (Zelkova serrata (Thunb.) Makino),풍산동 484 번지,1982-10-15,150.0
정자목 - 정자목 (시나무),회화나무 (Sophora japonica L.),월암동 176 번지,1982-10-15,560.0
풍치목 - 풍치목,느티나무 (Zelkova serrata (Thunb.) Makino),월암동 496-1 번지,1982-10-15,360.0
명목 - 명목 (도나무),은행나무 (Ginkgo biloba L.),왕곡동 184-1 번지,1982-10-15,580.0
명목 - 명목 (마을나무),은행나무 (Ginkgo biloba L.),왕곡동 20-6 번지,1982-10-15,140.0
정자목 - 정자목(마을나무),회화나무 (Sophora japonica L.),왕곡동 184-1 번지,1993-04-08,531.0
정자목 - 정자목 (시나무),느티나무 (Zelkova serrata (Thunb.) Makino),오전동 365 외 2 번지,1982-10-15,460.0
명목 - 명목 (시나무),느티나무 (Zelkova serrata (Thunb.) Makino),오전동 288-1 번지,1982-10-15,360.0
정자목 - 정자목 (시나무),느티나무 (Zelkova serrata (Thunb.) Makino),포일동 243-14 번지,1982-10-15,420.0
노목 - 정자목 (마을나무),팽나무 (Celtis sinensis Pers.),벌음동 184-1 번지,1982-10-15,472.0
노목 - 정자목 (마을나무),느티나무 (Zelkova serrata (Thunb.) Makino),세교동 517-1 번지,1995-05-23,339.0
노목 - 정자목,은행나무 (Ginkgo biloba L.),궐동 147 번지,1982-10-15,307.0
노목 - 정자목 (마을나무),은행나무 (Ginkgo biloba L.),서랑동 108-1 번지,1982-10-15,296.0
,느티나무 (Zelkova serrata (Thunb.) Makino),여주시 우만동 233,1982-10-15,340.0
,은행나무 (Ginkgo biloba L.),여주시 교동 261-1,1982-10-15,240.0
,향나무 (Juniperus chinensis L.),여주시 교동 261-1,1982-10-15,140.0
,향나무 (Juniperus chinensis L.),여주시 교동 261-1,1982-10-15,190.0
,향나무 (Juniperus chinensis L.),여주시 멱곡동 492,1982-10-15,290.0
,느티나무 (Zelkova serrata (Thunb.) Makino),여주시 멱곡동 492,1982-10-15,210.0
,은행나무 (Ginkgo biloba L.),여주시 홍문동 4,1982-10-15,140.0
,은행나무 (Ginkgo biloba L.),여주시 점동면 뇌곡리 42-2,1982-10-15,740.0
,느티나무 (Zelkova serrata (Thunb.) Makino),여주시 점동면 덕평리 84,1982-10-15,470.0
,은행나무 (Ginkgo biloba L.),여주시 점동면 덕평리 29-1,1982-10-15,190.0
,느티나무 (Zelkova serrata (Thunb.) Makino),여주시 점동면 장안리 699,1982-10-15,290.0
,느티나무 (Zelkova serrata (Thunb.) Makino),여주시 점동면 처리 188-7,1982-10-15,160.0
,느티나무 (Zelkova serrata (Thunb.) Makino),여주시 가남읍 안금리 160,1982-10-15,360.0
,느티나무 (Zelkova serrata (Thunb.) Makino),여주시 가남읍 금당리 310,1982-10-15,390.0
